HCPCS_Cd,HCPCS_Desc,Provider_Count,Service_Records,Total_Beneficiaries,Total_Services,Avg_Medicare_Payment,Avg_Submitted_Charge,Avg_Allowed_Amount
81242,"Gene analysis (fanconi anemia, complementation group c) common variant",1,1,43,43,35.940465116,36.62,35.940465116
49585,Repair of hernia at navel (5 years or older),3,3,43,43,498.84695613,2446.6172549,634.6335084166666
95180,Injection for rapid desensitization to allergen,2,2,31,43,95.68430000000001,342.5,131.441866665
88264,"Chromosome analysis for genetic defects, analyze 20-25 cells",2,2,40,43,143.147892855,494.0,143.147892855
44207,Partial removal of large bowel and reattachment to rectum using an endoscope,3,3,43,43,1121.1305892333332,3859.8333333333335,1400.9830759999998
31630,Dilation of windpipe cartilage or treatment of broken windpipe cartilage using an endoscope,2,2,26,43,98.5729282405,608.833333335,123.21787037000001
47120,Partial removal of liver lobe,1,1,43,43,1686.9853488,5408.1627907,2111.3511628
67800,Removal of chronic growth of eyelid,3,3,42,43,79.24125252533334,223.24363636333337,124.55752822
65205,Removal of foreign body from external eye (conjunctiva),2,2,42,43,23.167405914,127.5,29.2822311825
19370,Revision of capsule around breast implant,1,1,42,42,505.9747619,6216.3095238,632.45
33427,Radical reconstruction of mitral valve on heart-lung machine,2,2,42,42,1586.3485927,9326.5130435,1982.63967965
78414,Nuclear medicine study of cardiovascular function,1,1,37,42,18.909285714,50.0,23.609285714
38206,Collection of stem cells for transplantation,1,1,24,42,64.444285714,1506.0,80.764285714
71111,"X-ray of ribs on both sides of body, minimum of 4 views",3,3,42,42,16.36111865253333,123.435897436,23.360629713333335
92933,"Removal of plaque, insertion of stent and balloon dilation of single coronary artery or branch",3,3,37,41,503.0873095233333,1614.2388889000001,631.3498254
86051,Elisa detection of aquaporin-4 (neuromyelitis optica [nmo]) antibody,2,2,38,41,11.352686782,752.868793105,11.352686782
36571,Insertion of central venous tube with port for infusion (5 years or older),1,1,41,41,274.68365854,3207.0,344.04365854
74300,Review by radiologist of bile and/or pancreatic duct image during surgery,3,3,41,41,8.891111111233334,47.56,11.1277777779
50688,Change of tube or stent in ureter,1,1,12,41,45.336585366,201.0,56.733902439
47135,Transplantation of donor liver,2,2,40,40,2964.0935101,32971.035682,3711.75815655
82540,Creatine measurement,2,2,40,40,4.597194357399999,14.14,4.597194357399999
49507,Repair of trapped groin hernia (5 years or older),3,3,39,40,526.8742521376666,3803.3811110999995,665.8113888776667
92937,"Removal of plaque, insertion of stent and/or balloon dilation of single coronary vessel with distal protection",2,2,38,40,496.403291535,1757.5,620.708291535
92920,Balloon dilation of single coronary artery or branch,2,2,35,40,410.70510989,2350.5,515.707087915
52353,Crushing of stone of ureter using an endoscope,3,3,40,40,603.0017350433333,4818.333333333333,755.5032905866668
44500,Dilation of stomach and/or small bowel using long gastrointestinal tube,2,2,33,40,13.1056565655,128.1966666665,16.41520202
50327,Preparation of donor kidney and veins for transplantation,3,3,36,40,71.01463369966666,774.8558974366666,88.84150183166666
64462,"Injection of anesthetic agent into thoracic vertebra using imaging guidance, additional sites",1,1,39,40,49.738,1366.875,62.3125
43197,Diagnostic exam of esophagus using a flexible endoscope through nose,2,2,32,39,52.6526766305,524.0,65.87778532600001
86022,"Antibody identification test, platelet antibodies",1,1,37,39,18.228974359,173.21051282,18.228974359
43644,Bypass of stomach using an endoscope,2,2,39,39,544.3592307700001,9935.0384615,681.9673077
72265,Review by radiologist of lower spinal canal image,1,1,32,39,32.951025641,245.0,42.402307692
38221,Biopsy of bone marrow,2,2,36,39,92.1784375,799.52173915,115.06773097850001
87252,Tissue culture inoculation for virus isolation,1,1,35,39,25.783333333,52.14,25.783333333
93930,Ultrasound of arm arteries or artery grafts,2,2,37,39,142.125625,326.48531249999996,184.4078125
87084,Screening test for pathogenic organisms with colony count,1,1,36,39,26.716923077,45.0,26.716923077
87254,"Virus isolation, centrifuge enhanced",1,1,38,39,19.299230769,172.18974359,19.299230769
68340,Release of scar tissue from eyelids,1,1,37,39,495.62461538,1248.9230769,629.19051282
22224,Incision or removal of lower spine bone segment and removal of disc,2,2,39,39,484.87648684,4910.0,605.58398684
81272,"Gene analysis (v-kit hardy-zuckerman 4 feline sarcoma viral oncogene homolog), targeted sequence",1,1,39,39,325.70589744,494.0,325.70589744
69145,Removal of growth in soft tissue of ear canal,1,1,38,39,412.40846154,606.66666667,522.72051282
31545,Removal of vocal cord growths and reconstruction with local tissue flap using an endoscope with operating microscope or telescope,2,2,35,39,363.416964285,1830.96810065,459.767792205
91034,Monitoring and recording of esophageal function through nasal tube,1,1,39,39,38.779487179,128.0,50.467179487
87341,Detection test by immunoassay technique for hepatitis b surface antigen neutralization,1,1,38,38,10.226052632,25.0,10.226052632
J2805,"Injection, sincalide, 5 micrograms",2,2,38,38,94.3222608695,184.065652175,118.20773913
84702,"Gonadotropin, chorionic (reproductive hormone) level",1,1,29,38,14.821052632,99.825789474,14.821052632
94626,"Professional services for outpatient pulmonary rehabilitation with continuous monitoring of blood oxygen, per session",1,1,24,38,72.368157895,355.0,90.458157895
62380,Release of lower spinal cord and/or nerve root using endoscope,1,1,18,38,979.63552632,4191.2171053,1225.0002632
0598T,"Fluorescence wound imaging for bacteria, first anatomic site",1,1,17,38,113.1,468.0,143.39
58661,Removal of ovaries and/or tubes using an endoscope,3,3,38,38,769.2478282799999,4900.355757566666,963.96655051
21209,Incision and repair of bony defect of cheek bone including bony segment reduction,1,1,36,38,380.99315789,1111.13,477.90815789
75989,Review by radiologist of image for drainage of fluid,2,2,31,38,48.465312499999996,169.625,60.505312499999995
G0398,"Home sleep study test (hst) with type ii portable monitor, unattended; minimum of 7 channels: eeg, eog, emg, ecg/heart rate, airflow, respiratory effort and oxygen saturation",2,2,38,38,31.878148148,192.0,40.4914814815
G0451,"Development testing, with interpretation and report, per standardized instrument form",1,1,38,38,8.8802631579,30.0,12.089210526
82379,Carnitine level,1,1,29,38,16.668684211,396.8,16.668684211
74360,Review by radiologist of image to guide opening of digestive tract,2,2,29,38,22.6847727275,184.068181818,28.691590909
93245,"Heart rhythm recording, analysis, interpretation and report of continous external ekg over more than 1 week up to 1 weeks",2,2,38,38,162.35628205,802.0,217.482435895
85378,"Coagulation function measurement, qualitative or semiquantitative",3,3,36,38,9.589368686866665,30.666666666666668,9.589368686866665
00860,Anesthesia for other procedure on lower abdomen outside abdominal cavity,3,3,36,38,148.39946581333334,2110.4871795,187.80820513
94617,Test for exercise-induced spasm of lung airways,1,1,37,37,66.644864865,212.51351351,92.738918919
67040,Destruction of eye fluid (vitreous) between lens and retina and all of retina using a laser,1,1,33,37,1415.5994595,3200.0,1773.9594595
52341,Dilation of bladder and urethra using an endoscope,1,1,31,37,155.97,498.10810811,195.34621622
95723,"Measurement of brain wave activity (eeg), 61-84 hours with health care professional review and report",2,2,37,37,219.403735295,837.5,274.61814705999996
37221,"Insertion of stent in groin artery, initial vessel",3,3,36,37,984.6702222333333,2938.9636363600002,1234.1240606066667
82805,"Blood gases measurement, with o2 saturation",1,1,36,37,77.937297297,128.0,77.937297297
26040,Release of tissue of palm,3,3,33,37,318.2337062966667,1087.3248718,413.02328671333333
Q0243,"Injection, casirivimab and imdevimab, 2400 mg",1,1,37,37,0.01,0.01,0.01
00566,Anesthesia for heart artery bypass grafting,3,3,37,37,762.0883730133334,9778.395021666667,952.8854004233332
87800,"Detection test by nucleic acid for multiple organisms, direct probe(s) technique",2,2,30,37,42.4604532165,163.0,42.4604532165
37231,"Removal of plaque and insertion of stents in artery of leg, initial vessel",2,2,31,37,9765.5166928,32232.0,12251.742531
36831,Removal of blood clot from hemodialysis graft,2,2,31,37,485.150863095,1309.0,605.4937202399999
10021,"Fine needle aspiration biopsy, first growth",3,3,36,37,53.171911977,469.0,69.25883838366667
76497,Other ct scan,2,2,37,37,142.0475349625,1337.5,181.24653845999998
86318,"Test for detection of infectious agent antibody, qualitative or semiquantitative",2,2,37,37,17.4233974355,48.0,17.4233974355
00600,Anesthesia for other procedure on upper spine,1,1,26,37,89.677567568,825.0,113.4727027
61312,Removal of skull bone for aspiration of blood accumulation in upper brain outside or below brain membrane,2,2,25,37,1420.90748485,8016.06666665,1774.0080908999998
85244,Clotting factor viii related antigen measurement,1,1,35,36,20.171111111,219.35,20.171111111
74410,Imaging of urinary tract using infusion technique,1,1,36,36,17.713055556,150.0,24.178055556
28740,Fusion of foot in midfoot region,2,2,34,36,411.69844156,1853.09892855,532.1628246749999
81216,Gene analysis (breast cancer 2) of full sequence,1,1,36,36,181.83111111,185.12,181.83111111
36473,Mechanochemical destruction of first incompetent vein of arm or leg using imaging guidance,1,1,23,36,1275.6769444,21000.0,1607.0202778
28122,Partial removal of foot or heel bone,1,1,17,36,40.851111111,377.88888889,51.173055556
67500,Injection of drug into cavity behind eye,2,2,34,36,25.9139628485,213.647058825,32.4190247675
49451,Replacement of small bowel tube using fluoroscopic guidance with contrast,1,1,14,36,67.881388889,200.0,85.069166667
67220,Destruction of vascular growth between retina and sclera by photocoagulation,1,1,27,36,450.80805556,564.88,565.70055556
62362,Insertion of programmable spinal canal drug infusion pump,2,2,36,36,5206.01831115,24630.33,6507.486806174999
57267,Insertion of artificial material for pelvic floor defect,1,1,22,36,209.40638889,1000.0,262.48027778
86692,Analysis for antibody to hepatitis d virus,1,1,35,36,16.477777778,143.41666667,16.477777778
80195,Sirolimus level,1,1,15,35,13.544,117.33,13.544
19380,Surgical change to reconstructed breast,2,2,33,35,755.563876815,2673.5293478500002,951.3359420300001
82952,"Blood glucose (sugar) tolerance test, each additional beyond 3 specimens",1,1,27,35,3.7625714286,32.807714286,3.7625714286
65800,Removal of eye fluid,2,2,29,35,102.57464052099999,394.550588235,128.24075163
22859,Placement of mesh or cage device into spine disc space,1,1,24,35,40.976,1945.0,51.157714286
14000,"Repair of wound of trunk by transferring skin, 10.0 sq cm or less",2,2,35,35,465.33883223500004,2516.65,587.394588815
00797,Anesthesia for procedure on stomach for weight loss,2,2,35,35,224.415952385,2585.17857145,283.658214285
91040,Study of esophageal sensation by balloon distension,2,2,34,35,40.278809523999996,168.5,50.455952381
65222,Removal of foreign body in cornea using slit lamp,2,2,34,34,54.331969697,227.5,73.738409091
67921,Suture repair of turning-inward eyelid defect,3,3,33,34,322.80626262666664,1329.9621212,421.55686868666663
45398,Banding of hemorrhoids using a flexible endoscope (colonoscope),3,3,34,34,249.83391414000002,2169.6666666666665,313.79260101
57454,Biopsy and scraping of cervix using an endoscope,2,2,32,34,105.9571794885,505.035714285,154.39001831500002
55873,Destruction of prostate using imaging guidance,2,2,34,34,643.339285715,31277.5,811.656996335
J2150,"Injection, mannitol, 25% in 50 ml",1,1,18,34,2.7164705882,8.32,3.405
64520,Injection of anesthetic agent into middle or lower spine sympathetic nerve,1,1,19,34,289.40147059,1834.5294118,364.24852941
11001,"Removal of inflamed or infected skin, each additional 10% of body surface or less",1,1,16,34,18.5,95.0,23.22
50543,Partial removal of kidney using an endoscope,2,2,34,34,691.359333335,4830.673333335,864.699333335
95929,Placement of skin electrodes and measurement of central motor stimulation in legs,2,2,34,34,65.4157142855,2467.0,81.93071428549999
19085,"Biopsy of breast and placement of locating device using mri, first growth",2,2,33,33,704.156826925,5149.0,895.929826925
58548,"Removal of uterus, cervix, and lymph nodes of pelvis with biopsy of aortic lymph node using an endoscope",2,2,33,33,629.9125,4455.8727778,788.2992778
87538,"Detection test by nucleic acid for hiv-2 virus, amplified probe technique",1,1,31,33,34.591515152,187.83,34.591515152
28160,Partial removal of toe at joint,1,1,17,33,110.4969697,1000.0,138.57969697
92565,Test to assess hearing loss,2,2,33,33,12.15387218,33.642857143,16.8794360905
76120,Imaging of organ,1,1,33,33,90.451818182,401.0,114.80818182
74329,Review by radiologist of image from tube placement into pancreatic duct using an endoscope,2,2,25,33,20.706363636,149.18181818,25.886363636
76511,1d ultrasound scan of eye tissue and structures,1,1,16,33,39.854545455,150.0,51.403030303
65426,Removal or relocation of corneal conjunctiva with graft,1,1,32,33,675.57939394,9369.7363636,851.01
31541,Removal of growth of tongue and/or stripping of vocal cord using an endoscope with operating microscope or telescope,2,2,27,33,183.84044231000001,1470.0,230.03573077
51726,Complex measurement of pressure of urine flow in bladder,2,2,33,33,160.002727274,852.5340909,199.954090909
26116,"Removal of growth of muscle of hand or finger, less than 1.5 cm",2,2,28,33,361.825488725,2250.0,462.70524435999994
32668,Biopsy of wedge of lung tissue followed by partial removal of lung,1,1,31,32,116.5646875,641.34375,146.0415625
0034A,Adm sarscov2 vac ad26 .5ml b,2,2,32,32,38.0539473685,70.005,38.0539473685
85247,Clotting factor viii (von willebrand factor) measurement,1,1,31,32,22.11,56.74,22.11
36596,Mechanical removal of tissue or obstructive material from central venous tube,2,2,29,32,45.6215587045,299.23076922999996,57.2247165995
45341,Ultrasound exam of lower large bowel using a flexible endoscope,2,2,25,32,94.747261905,390.392857145,125.94587301499999
